track,artist,album,popularity_score,track_id,track_uri,spotify_link,preview,album_image_large,album_image_small,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics
HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,89,3eekarcy7kvN4yt5ZFzltW,spotify:track:3eekarcy7kvN4yt5ZFzltW,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,https://p.scdn.co/mp3-preview/d9b90990dab9d8376d05c5d4a6b7ac3e99c03763?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02e42b5fea4ac4c3d6328b622b,https://i.scdn.co/image/ab67616d00004851e42b5fea4ac4c3d6328b622b,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,4,"i got room in my fumes (yeah) she fill my mind up with ideas i'm the highest in the room (it’s lit) hope i make it outta here (let's go)  she saw my eyes, she know i'm gone (ah) i see some things that you might fear i’m doin' a show, i'll be back soon (soon) that ain't what she wanna hear (nah) now i got her in my room (ah) legs wrapped around my beard got the fastest car, it zoom (skrrt) hope we make it outta here (ah) when i'm with you, i feel alive you say you love me, don't you lie (yeah) won't cross my heart, don't wanna die keep the pistol on my side (yeah)  case it’s fumes (smoke) she fill my mind up with ideas (straight up) i’m the highest in the room (it's lit) hope i make it outta here (let’s go, yeah)  we ain't stressin' 'bout the loot (yeah) my block made of quesería this not the molly, this the boot ain’t no comin' back from here live the life of la familia it's so much gang that i can't see ya (yeah) turn it up 'til they can't hear (we can't) runnin', runnin' 'round for the thrill yeah, dawg, dawg, 'round my real (gang) raw, raw, i been pourin' to the real (drank) nah, nah, nah, they not back of the vip (in the vip) gorgeous, baby, keep me hard as steel ah, this my life, i did not choose uh, been on this since we was kids we gon' stay on top and break the rules uh, i fill my mind up with ideas  case it's fumes she fill my mind up with ideas (straight up) i'm the highest in the room (i'm the highest, it's lit) hope i make it outta here"
Come Together - 2019 Mix,The Beatles,Abbey Road (Super Deluxe Edition),54,6lSxM9BKcEZBSDKl2VODsF,spotify:track:6lSxM9BKcEZBSDKl2VODsF,https://open.spotify.com/track/6lSxM9BKcEZBSDKl2VODsF,https://p.scdn.co/mp3-preview/9061a782633be1f8aec08f6f06112f13ca95e80b?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02c94603dcb78ec39322cebb5b,https://i.scdn.co/image/ab67616d00004851c94603dcb78ec39322cebb5b,0.536,0.36,9,-10.973,0,0.0408,0.0823,0.167,0.0996,0.147,164.891,260200,4,"shoot me shoot me shoot me shoot me  here come old flat-top, he come groovin' up slowly he got ju-ju eyeball, he one holy roller he got hair down to his knee got to be a joker, he just do what he please  shoot me shoot me shoot me shoot me  he wear no shoeshine, he got toe-jam football he got monkey finger, he shoot coca-cola he say, ""i know you, you know me"" one thing i can tell you is you got to be free  come together, right now over me  shoot me shoot me shoot me shoot me  he bag production, he got walrus gumboot he got ono sideboard, he one spinal cracker he got feet down below his knee hold you in his armchair, you can feel his disease  come together, right now over me  shoot me shoot me right!   come, come, come, come  he roller-coaster, he got early warnin' he got muddy water, he one mojo filter he say, ""one and one and one is three."" got to be good-lookin' 'cause he's so hard to see  come together, right now over me  shoot me shoot me shoot me shoot me ugh!  come together, yeah come together, yeah come together, yeah come together, yeah come together, yeah come together, yeah come together, yeah uh... come together, yeah come together, yeah come together..."
Rose Golden,Kid Cudi,"Passion, Pain & Demon Slayin'",65,40jxatV29fk82SAziDsPqN,spotify:track:40jxatV29fk82SAziDsPqN,https://open.spotify.com/track/40jxatV29fk82SAziDsPqN,https://p.scdn.co/mp3-preview/27a252ae4d88d1ea543c5ec9fcf0b590a7f6efd7?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e025c8d9ad991d2a23eb039d8dd,https://i.scdn.co/image/ab67616d000048515c8d9ad991d2a23eb039d8dd,0.594,0.762,9,-7.951,0,0.0899,0.426,0.0,0.085,0.588,139.932,277813,4,"two, three, four ohhh-oh-ohh  oh, since i was young, been grooving to my own drum ain't that many teachers show me my potential felt like a failure, mama said, ""you know better"" future in my hands, god, she had a plan stronger than i know, soon i'd understand the power i possess, the story of the chosen oh, since i was young, been grooving to my own drum ain't that many teachers show me my potential felt like a failure, mama said, ""you know better"" future in my hands, god, she had a plan stronger than i know, soon i'd understand the power i possess, the story of the chosen  hmm, hey hmm, hmm, na-na-na-na-na-nah the story of the chosen, rose golden mmm, mmm  looking where we're at how did we make it through this level all in one piece? hmm, oh, oh oh, where them friends now? i don't see 'em and if i do, i don't sense the truth in 'em distancing myself while i'm focusing, fo-focusing don't pretend to worry bout shit go through one ear and out the other better off saying nothing, nigga as i shine on and dream on, our vibes are on had one trip of a dream back in 2003 who am i? and who will i be? will i be free? i need a sign, oh i need a sign  oh, since i was young, been grooving to my own drum ain't that many teachers show me my potential felt like a failure, mama said, ""you know better"" future in my hands, god, she had a plan stronger than i know, soon i'd understand the power i possess, the story of the chosen  hmm, hey hmm, hey, na-na-na-na-na-na the story of the chosen, rose golden mmm, mmm  look at who you are, how could it be? all i ever wanted was to find some inner peace mmm, oh, oh, oh where them haters now? i don't hear 'em (they must be delusional) to think they fucking with me, though i put that on my soul, can't love, they jealous, so jealous, and some learning day to day, humans spread love to all my sisters and brothers, let's do better stop judging a nigga because they're different we're supposed to groove to our own tune so woke from that one tripped out dream back in 2003 (oh, who am i?) and who do i see, baby? the stars will align, the stars will align  oh, since i was young, been groovin' to my own drum ain't that many teachers show me my potential felt like a failure, mama said, ""you know better"" future in my hands, god, she had a plan stronger than i know, soon i'd understand the power i possess, the story of the chosen oh, since i was young, been grooving to my own drum ain't that many teachers show me my potential felt like a failure, mama said, ""you know better"" future in my hands, god, she had a plan stronger than i know, soon i'd understand the power i possess, the story of the chosen  hmm, hey hmm, hey, na-na-na-na-na-nah the story of the chosen, rose golden hmm, na-na-na-na-na-nah the story of the chosen"
Don't You Worry Child - Radio Edit,Swedish House Mafia,Don't You Worry Child,79,2V65y3PX4DkRhy1djlxd9p,spotify:track:2V65y3PX4DkRhy1djlxd9p,https://open.spotify.com/track/2V65y3PX4DkRhy1djlxd9p,https://p.scdn.co/mp3-preview/b97ca9ebebb1005496cbea42661c5546edf25497?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e029cfe80c0c05ce104f7bab18e,https://i.scdn.co/image/ab67616d000048519cfe80c0c05ce104f7bab18e,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,212862,4,"there was a time i used to look into my father's eyes in a happy home, i was a king, i had a golden throne those days are gone, now the memories on the wall i hear the songs from the places where i was born  up on the hill across the blue lake that's where i had my first heartbreak i still remember how it all changed my father said  don't you worry, don't you worry, child see heaven's got a plan for you don't you worry, don't you worry now yeah! don't you worry, don't you worry, child see heaven's got a plan for you don't you worry, don't you worry now yeah!  there was a time, i met a girl of a different kind we ruled the world, i thought i'll never lose her out of sight we were so young, i think of her now and then i still hear the songs reminding me of a friend  up on the hill across the blue lake that's where i had my first heartbreak i still remember how it all changed my father said  don't you worry, don't you worry, child see heaven's got a plan for you don't you worry, don't you worry now yeah!  oh, oh, oh, oh, oh, oh, oh! oh, oh, oh, oh, oh, oh, oh! oh, oh, oh, oh, oh, oh, oh! see heaven's got a plan for you  don't you worry, don't you worry, child see heaven's got a plan for you don't you worry, don't you worry now yeah!  oh, oh, oh, oh, oh, oh, oh! oh, oh, oh, oh, oh, oh, oh! oh, oh, oh, oh, oh, oh, oh! yeah!"
Roll Up,AC Slater,Back To The Floor,14,4NJjTSLQIYfEt4WPnMfGFd,spotify:track:4NJjTSLQIYfEt4WPnMfGFd,https://open.spotify.com/track/4NJjTSLQIYfEt4WPnMfGFd,https://p.scdn.co/mp3-preview/c0b3a7cce4f2a095179dfe0ddc30b9afe47f8265?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e020a8b07751f70cf30fa29e48e,https://i.scdn.co/image/ab67616d000048510a8b07751f70cf30fa29e48e,0.802,0.93,6,-6.73,1,0.087,0.00249,0.769,0.0861,0.375,126.993,306169,4,
Static Theory,Wax Motif,Static Theory,40,1w3Q0fhdINUxWbmQX0mg1x,spotify:track:1w3Q0fhdINUxWbmQX0mg1x,https://open.spotify.com/track/1w3Q0fhdINUxWbmQX0mg1x,https://p.scdn.co/mp3-preview/3fe85b53a61cd0e426fc1a2928916b7c66b3f100?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02c89aa6ae2c627a56a458aedd,https://i.scdn.co/image/ab67616d00004851c89aa6ae2c627a56a458aedd,0.755,0.83,8,-6.34,0,0.124,0.104,0.66,0.0872,0.74,128.052,210267,4,
Heat,Ephwurd,Heat,34,5OnodnR55louEMi4sF0k2C,spotify:track:5OnodnR55louEMi4sF0k2C,https://open.spotify.com/track/5OnodnR55louEMi4sF0k2C,https://p.scdn.co/mp3-preview/cb5ab862c89a71dfe23051bc6af45ab8cbfc79aa?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0207df5ff431b27bf99187cf1b,https://i.scdn.co/image/ab67616d0000485107df5ff431b27bf99187cf1b,0.723,0.959,1,-1.682,1,0.073,0.00619,0.477,0.253,0.145,128.035,122981,4,
Hi8 Intro,AC Slater,Hi8,12,5vSRA2Zoep83yI56HPAr6R,spotify:track:5vSRA2Zoep83yI56HPAr6R,https://open.spotify.com/track/5vSRA2Zoep83yI56HPAr6R,https://p.scdn.co/mp3-preview/c798fccfc2ebda08d26a3e385118675783c1b21a?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e029c3b06fcfcbec07f70532486,https://i.scdn.co/image/ab67616d000048519c3b06fcfcbec07f70532486,0.404,0.563,11,-9.193,1,0.0453,0.706,0.205,0.159,0.338,128.041,104000,4,
Bad Behaviour,AC Slater,Hi8,36,56Dg79hpgZjUxkYpPLrAzh,spotify:track:56Dg79hpgZjUxkYpPLrAzh,https://open.spotify.com/track/56Dg79hpgZjUxkYpPLrAzh,https://p.scdn.co/mp3-preview/01c58a089eeb6966afac48958c45c39c669bdca3?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e029c3b06fcfcbec07f70532486,https://i.scdn.co/image/ab67616d000048519c3b06fcfcbec07f70532486,0.781,0.967,11,-6.327,1,0.0711,0.0186,0.00503,0.137,0.827,128.012,228000,4,
Final Fantasy - Original Mix,AC Slater,Hi8,41,53E9F6JQX1Z7vFLHq2yLV1,spotify:track:53E9F6JQX1Z7vFLHq2yLV1,https://open.spotify.com/track/53E9F6JQX1Z7vFLHq2yLV1,https://p.scdn.co/mp3-preview/3538fcdea04762b0afa9c692aee7b2c88159ea8f?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e029c3b06fcfcbec07f70532486,https://i.scdn.co/image/ab67616d000048519c3b06fcfcbec07f70532486,0.893,0.647,11,-5.929,0,0.0575,0.0234,0.000164,0.0996,0.293,127.951,175000,4,
Ready To Pop Off,AC Slater,Hi8,28,5KVi8F1tC4vCSXJPNNV5iZ,spotify:track:5KVi8F1tC4vCSXJPNNV5iZ,https://open.spotify.com/track/5KVi8F1tC4vCSXJPNNV5iZ,https://p.scdn.co/mp3-preview/6a87fdae10ffe9335ed068993e6a633ba8777abc?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e029c3b06fcfcbec07f70532486,https://i.scdn.co/image/ab67616d000048519c3b06fcfcbec07f70532486,0.91,0.883,7,-6.05,1,0.0594,0.00175,0.124,0.0586,0.557,128.002,275250,4,
Laid Off,AC Slater,Hi8,41,4c3seUD3TTjeqqLzMqISrl,spotify:track:4c3seUD3TTjeqqLzMqISrl,https://open.spotify.com/track/4c3seUD3TTjeqqLzMqISrl,https://p.scdn.co/mp3-preview/09fe5fd1fc7bd655f317d51212c67075309ac240?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e029c3b06fcfcbec07f70532486,https://i.scdn.co/image/ab67616d000048519c3b06fcfcbec07f70532486,0.919,0.831,10,-7.477,1,0.0635,0.00234,0.203,0.0939,0.392,128.045,261000,4,
Attitude,AC Slater,Hi8,29,5XzAlnhZEgXwlPXVWFsIJM,spotify:track:5XzAlnhZEgXwlPXVWFsIJM,https://open.spotify.com/track/5XzAlnhZEgXwlPXVWFsIJM,https://p.scdn.co/mp3-preview/12555ae37e8ce84fd5f95d9aab53df01a0fa5308?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e029c3b06fcfcbec07f70532486,https://i.scdn.co/image/ab67616d000048519c3b06fcfcbec07f70532486,0.942,0.926,11,-6.45,1,0.107,0.00707,0.0101,0.232,0.735,128.012,228400,4,
Boss Like That,AC Slater,Hi8,19,0s0JJY2fnAMaXv9pc1z7KC,spotify:track:0s0JJY2fnAMaXv9pc1z7KC,https://open.spotify.com/track/0s0JJY2fnAMaXv9pc1z7KC,https://p.scdn.co/mp3-preview/71f4ccad8e225f89ab6caf8752dbe608d91e298e?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e029c3b06fcfcbec07f70532486,https://i.scdn.co/image/ab67616d000048519c3b06fcfcbec07f70532486,0.815,0.801,11,-6.081,0,0.164,0.00196,0.435,0.0798,0.542,130.021,267800,4,
Every Pigeon is a Dove,AC Slater,Hi8,18,6HPuPNNLIXCm6Si0qXzXKM,spotify:track:6HPuPNNLIXCm6Si0qXzXKM,https://open.spotify.com/track/6HPuPNNLIXCm6Si0qXzXKM,https://p.scdn.co/mp3-preview/de42bdf3b87ad86a5bce15cd3c16525f603cfe58?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e029c3b06fcfcbec07f70532486,https://i.scdn.co/image/ab67616d000048519c3b06fcfcbec07f70532486,0.867,0.638,2,-6.949,1,0.056,0.0113,0.668,0.0912,0.553,128.014,258000,4,"(verse 1) i had a secret gave it to a stranger felt like it was safer i'm like this for a reason spinning in the street, man i run towards the danger everybody want's smoke that's why we can't breathe i got mud up in my cup got this hoe up on my chest and i'm frontin' if i rest that i won't wake up (pre-chorus) is it me that's the monster? they see me and they judge every pigeon is a dove, every pigeon is a dove x2 i had a (drop) is it me that's the every pigeon is a is it me that's the i had, i had a secret i had a secret x2 i had a x3 i had a secret i had a x3 (verse 2) i had a secret gave it to a stranger felt like it was safer i'm like this for a reason spinning in the street, man i run towards the danger everybody want's smoke that's why we can't breathe i got mud up in my cup got this hoe up on my chest and i'm frontin' if i rest that i won't wake up (pre-chorus) is it me that's the monster? they see me and they judge every pigeon is a dove, every pigeon is a dove x2 i had a (drop) is it me that's the every pigeon is a is it me that's the i had, i had a secret i had a secret x2 i had a x3 i had a secret"
Give Love,AC Slater,Hi8,19,6JO6uVmKCwdQH2p8N2T470,spotify:track:6JO6uVmKCwdQH2p8N2T470,https://open.spotify.com/track/6JO6uVmKCwdQH2p8N2T470,https://p.scdn.co/mp3-preview/8a819251f490645e6475d896fd94b5c7130240bb?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e029c3b06fcfcbec07f70532486,https://i.scdn.co/image/ab67616d000048519c3b06fcfcbec07f70532486,0.873,0.803,0,-4.871,0,0.0795,0.0623,0.792,0.346,0.621,126.011,276000,4,
Take It,Dom Dolla,Take It,66,14fIlfcmFPlj4V2IazeJ25,spotify:track:14fIlfcmFPlj4V2IazeJ25,https://open.spotify.com/track/14fIlfcmFPlj4V2IazeJ25,https://p.scdn.co/mp3-preview/7ffc3e082ef91ff01e89c6a4204457ce2850232e?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02654ddf5725b164761d445181,https://i.scdn.co/image/ab67616d00004851654ddf5725b164761d445181,0.851,0.742,0,-6.126,1,0.0377,0.0259,0.256,0.111,0.236,123.033,234440,4,"come on over, come on over come on over, come on over come on over, come on over come on over, come on over come on over, come on over come on over, come on over come on over, come on over come on over, come on over  come on over, cut some shapes get it right up in my space and shake it just shake it dance a little, move some more push it back down to the floor and shake it just shake it looking deep into my eyes bend it back and do your best to break it to break it girl you really look the part reach right out you've got my heart now take it just take it, take it, take it  come on over, cut some shapes get it right up in my space and shake it just shake it dance a little, move some more push it back down to the floor and shake it just shake it looking deep into my eyes bend it back and do your best to break it to break it girl you really look the part reach right out you've got my heart now take it just take it, take it  come on over, come on over come on over, come on over come on over, come on over come on over, come on over come on over, come on over come on over, come on over come on over, come on over come on over, come on over  come on over, cut some shapes get it right up in my space and shake it just shake it dance a little, move some more push it back down to the floor and shake it just shake it looking deep into my eyes bend it back and do your best to break it to break it girl you really look the part reach right out you've got my heart now take it just take it, take it"
Six Shooter,SNBRN,U Want It EP,0,23r3roWhwTm85xVIHkxloH,spotify:track:23r3roWhwTm85xVIHkxloH,https://open.spotify.com/track/23r3roWhwTm85xVIHkxloH,,https://i.scdn.co/image/ab67616d00001e024d1e5874ded376335e2b155e,https://i.scdn.co/image/ab67616d000048514d1e5874ded376335e2b155e,0.686,0.77,2,-8.538,1,0.0516,0.0167,0.899,0.084,0.511,124.022,206129,4,
Role Models,Walker & Royce,Self Help,50,5a8I5duAd2jiGrmRHUZ185,spotify:track:5a8I5duAd2jiGrmRHUZ185,https://open.spotify.com/track/5a8I5duAd2jiGrmRHUZ185,https://p.scdn.co/mp3-preview/851e4aadf333a321118101140c0d514edcaaec8b?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/bc539928f49f900252edf0554e9fb168c7cd6cbb,https://i.scdn.co/image/c25680a2624a3f6141e57ce8e5b0ce41e1af7589,0.705,0.531,7,-8.391,1,0.0337,0.0282,0.0132,0.221,0.143,125.992,259695,4,"call up my homies, we going out, though me and my cronies, we blowing out, though damn, i need this, you cannot judge me got some side thing that wanna fuck me this my life, you say you don't love me this my time, bitch, don't interrupt me no, yeah, no, no, yeah  had a few drinks, i hopped in the uber swear to god, damn ya, i thought that i knew ya belly of the beast, shit fat like buddha thinkin' 'bout how in the fuck did i lose ya? but i'm better off, yeah, i'm better off now oh yeah, yeah, yeah  i ain't got no role models, i'ma down the whole bottle i need to forget about you yeah i ain't got no role models, i'ma down the whole bottle i need to forget about you forget about you  yeah, i'm 'bout to glow up walk up in this bitch just like they know us bring them bottles with the juice and soda bouncers don't give a fuck 'bout the aromas it's really me, man, fuck a persona all on sofas, yeah waking up in comas  i ain't got no role models, i'ma down the whole bottle i need to forget about you yeah i ain't got no role models, i'ma down the whole bottle i need to forget about you forget about you forget about you yeah, forget about you yeah, forget about you oh yeah, yeah, yeah, yeah, yeah, yeah i ain't got no role models, i'ma down the whole bottle i need to forget about you forget about you yeah i ain't got no role models, i'ma down the whole bottle i need to forget about you forget about you forget about you"
Such Great Heights,The Postal Service,Such Great Heights,14,2nG1EvNdcPggfjCh8BBxd8,spotify:track:2nG1EvNdcPggfjCh8BBxd8,https://open.spotify.com/track/2nG1EvNdcPggfjCh8BBxd8,,https://i.scdn.co/image/ab67616d00001e028d3a6c8faf11ed56bd75c080,https://i.scdn.co/image/ab67616d000048518d3a6c8faf11ed56bd75c080,0.649,0.814,5,-8.447,1,0.047,0.00918,0.243,0.0672,0.198,174.975,267467,4,"i am thinking it's a sign that the freckles in our eyes are mirror images and when we kiss they're perfectly aligned and i have to speculate that god himself did make us into corresponding shapes like puzzle pieces from the clay  and true, it may seem like a stretch but it's thoughts like this that catch my troubled head when you're away when i am missing you to death when you are out there on the road for several weeks of shows and when you scan the radio i hope this song will guide you home  they will see us waving from such great heights ""come down now,"" they'll say but everything looks perfect from far away ""come down now,"" but we'll stay  i tried my best to leave this all on your machine but the persistent beat it sounded thin upon listening and that frankly will not fly you will hear the shrillest highs and lowest lows with the windows down when this is guiding you home  they will see us waving from such great heights ""come down now,"" they'll say but everything looks perfect from far away ""come down now,"" but we'll stay   they will see us waving from such great heights ""come down now,"" they'll say but everything looks perfect from far away ""come down now,"" but we'll stay  (they will see us waving from such great heights) (come down now) they will see us waving from such great heights (come down now)"
My Own Thang,Walker & Royce,Self Help,47,2Vt5yfzBBsYwy8z525XbMr,spotify:track:2Vt5yfzBBsYwy8z525XbMr,https://open.spotify.com/track/2Vt5yfzBBsYwy8z525XbMr,https://p.scdn.co/mp3-preview/2c1dcd5dedfaa2b6b92b9481d2f428bae6d0b2a4?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/bc539928f49f900252edf0554e9fb168c7cd6cbb,https://i.scdn.co/image/c25680a2624a3f6141e57ce8e5b0ce41e1af7589,0.956,0.398,1,-8.748,1,0.168,0.00595,0.00129,0.0968,0.391,125.007,277934,4,
Running on Empty,Jackson Browne,Running on Empty,2,4MZEZz8MqVgvIMXU6AVP22,spotify:track:4MZEZz8MqVgvIMXU6AVP22,https://open.spotify.com/track/4MZEZz8MqVgvIMXU6AVP22,,https://i.scdn.co/image/ab67616d00001e02875f14f97413d0438dcc3375,https://i.scdn.co/image/ab67616d00004851875f14f97413d0438dcc3375,0.531,0.948,9,-5.438,1,0.0568,0.006,0.0117,0.694,0.498,136.891,298093,4,"looking out at the road rushing under my wheels looking back at the years gone by like so many summer fields '65, i was 17 and running up 101 i don't know where i'm running now, i'm just running on  running on, running on empty running on, running blind running on, running into the sun but i'm running behind  gotta do what you can just to keep your love alive trying not to confuse it with what you do to survive '69, i was 21 and i called the road my own i don't know when that road turned into the road i'm on  running on, running on empty running on, running blind running on, running into the sun but i'm running behind  everyone i know, everywhere i go people need some reason to believe i don't know about anyone but me if it takes all night, that'll be all right if i can get you to smile before i leave  looking out at the road rushing under my wheels i don't know how to tell you all just how crazy this life feels look around for the friends that i used to turn to to pull me through looking into their eyes i see them running, too  running on, running on empty running on, running blind running on, running into the sun but i'm running behind  honey, you really tempt me you know the way you look so kind i'd love to stick around but i'm running behind (running on) you know i don't even know what i'm hoping to find (running blind) running into the sun but i'm running behind  thank you!"
Too Much in Common,Dombresky,Too Much in Common,31,16puCweE0tSl7YAhNKB3MR,spotify:track:16puCweE0tSl7YAhNKB3MR,https://open.spotify.com/track/16puCweE0tSl7YAhNKB3MR,https://p.scdn.co/mp3-preview/1eebfdff7f041e094e7a8556a42a3149df6dccfd?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e021571e3656f9c4774c2e7cfd9,https://i.scdn.co/image/ab67616d000048511571e3656f9c4774c2e7cfd9,0.747,0.889,8,-5.995,1,0.0896,0.0523,0.000496,0.12,0.503,125.957,242841,4,
Club Music,Lucati,Club Music,0,1kOC2ekksEERxHDSmNhHbE,spotify:track:1kOC2ekksEERxHDSmNhHbE,https://open.spotify.com/track/1kOC2ekksEERxHDSmNhHbE,,https://i.scdn.co/image/ab67616d00001e0242568a2edbabcec66b46fa89,https://i.scdn.co/image/ab67616d0000485142568a2edbabcec66b46fa89,0.818,0.557,6,-8.209,0,0.122,0.00356,0.849,0.539,0.0781,123.969,224517,4,
U Got 2,AC Slater,Take The Night,34,5wNTcdpETXNiviLYSZA7ps,spotify:track:5wNTcdpETXNiviLYSZA7ps,https://open.spotify.com/track/5wNTcdpETXNiviLYSZA7ps,https://p.scdn.co/mp3-preview/cb1ab1b0f189716857a6647834cccb6652fd54ec?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02ea8db2686767525bb89527ce,https://i.scdn.co/image/ab67616d00004851ea8db2686767525bb89527ce,0.786,0.88,0,-6.197,1,0.0672,0.00487,0.81,0.152,0.924,126.006,263554,4,
Get That,Anti Up,Hey Pablo EP,34,7lhdcTTf8O67FnAXodqGSj,spotify:track:7lhdcTTf8O67FnAXodqGSj,https://open.spotify.com/track/7lhdcTTf8O67FnAXodqGSj,https://p.scdn.co/mp3-preview/238266fad12bb8394b39bc2b9aadccaf58e23b41?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0297e059b54e8e45ea2750d57c,https://i.scdn.co/image/ab67616d0000485197e059b54e8e45ea2750d57c,0.912,0.79,8,-6.83,1,0.0667,0.00067,0.779,0.0633,0.623,124.0,247792,4,"get that get that get that get that get that get that get that get that when it comes to money (get that) when it comes to dying (get that) when it comes to money (get that) when it comes to dying (get that) when it comes to money (get that) when it comes to dying (get that) when it comes to money (get that) when it comes to dying (get that) when it comes to money (get that) when it comes to dying (get that) when it comes to money (get that) when it comes to dying get that, get that, get-get-get-get... get that  get that get that get that get that get that get that get that get that  when it comes to money (get that) when it comes to dying (get that) when it comes to money (get that) when it comes to dying (get that) when it comes to money (get that) when it comes to dying (get that) when it comes to money (get that) when it comes to dying (get that) when it comes to money (get that) when it comes to dying (get that) when it comes to money (get that) when it comes to dying (get that) get that, get that, get-get-get-get... get that  get that get that get that get that get that get that get that when it comes to dying (ge-et-- that) get that get that get that get that get that get that get that when it comes to money (get that) when it comes to dying (get-get-- that) get that get that get that get that get that get that get that get that  get that get that get that get that get that get that get that get that"
Friday,Anti Up,Hey Pablo EP,29,41raTxBxE7bq3xZEYPUWgP,spotify:track:41raTxBxE7bq3xZEYPUWgP,https://open.spotify.com/track/41raTxBxE7bq3xZEYPUWgP,https://p.scdn.co/mp3-preview/11faa21c13c7ba009a6560189e3eaab8492fb027?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0297e059b54e8e45ea2750d57c,https://i.scdn.co/image/ab67616d0000485197e059b54e8e45ea2750d57c,0.798,0.656,6,-8.315,0,0.0506,0.00907,0.801,0.101,0.0386,123.988,294592,4,"count the days 'til friday count the days ’til friday count the days 'til friday count the days 'til friday count the days ’til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days ’til, count the days ’til, count the days 'til, count the days i just got paid, got a fat ass check so i count the days ’til friday (whoop!)   count the days 'til friday count the days 'til friday count the days 'til friday count the days ’til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til, count the days 'til, count the days 'til, count the days i just got paid, got a fat ass check so i count the days 'til friday (whoop!)   count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til, count the days 'til, count the days 'til, count the days i just got paid, got a fat ass check so i count the days 'til friday (whoop!)  count the days 'til friday whoop!  count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday count the days 'til friday"
Hey Pablo,Anti Up,Hey Pablo EP,54,4gnH8nfdJfN115QAzzUc3E,spotify:track:4gnH8nfdJfN115QAzzUc3E,https://open.spotify.com/track/4gnH8nfdJfN115QAzzUc3E,https://p.scdn.co/mp3-preview/21f0f6a75c29c4d37ee83ceca238dce09f73c34d?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0297e059b54e8e45ea2750d57c,https://i.scdn.co/image/ab67616d0000485197e059b54e8e45ea2750d57c,0.805,0.943,11,-6.503,0,0.0563,0.000749,0.868,0.679,0.856,126.0,249545,4,hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo  hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo  hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo hey pablo
