track,artist,data_type,popularity_artist,popularity_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,key,time_signature,release_date,alternative,baltic_slavic,bluegrass,blues,celtic,country,dance,disco,edm,electro,english,folk,germanic,hip hop,house,jam band,jazz,other,piano,pop,psychedelic,punk,r&b,rap,reggae,rock,romance,soul,south_american,swing,techno,trance
Medicated (feat. Chevy Woods & Juicy J),Wiz Khalifa,user_library,88,36.0,0.751,0.874,-3.908,0.037,0.00935,0.0,0.397,0.961,135.991,1,1,4,2012-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mezmorized,Wiz Khalifa,user_library,88,40.0,0.706,0.762,-6.799,0.166,0.000647,0.0,0.0598,0.314,150.032,0,11,4,2010-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
King of Everything,Wiz Khalifa,user_library,88,59.0,0.758,0.756,-5.059,0.138,0.0294,0.0,0.0906,0.406,145.068,0,10,4,2015-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Big Rings,Drake,user_library,97,61.0,0.776,0.675,-6.224,0.266,0.00196,0.0,0.227,0.27,131.984,0,8,4,2015-09-20,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jumpman,Drake,user_library,97,73.0,0.852,0.553,-7.286,0.187,0.0559,0.0,0.332,0.656,142.079,1,1,4,2015-09-20,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Can I Kick It?,A Tribe Called Quest,user_library,70,71.0,0.848,0.666,-6.547,0.274,0.173,0.000699,0.129,0.744,96.662,1,0,4,1990-04-17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Your Love,The Outfield,user_library,66,71.0,0.555,0.757,-7.868,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,0,1,4,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Sway - Chainsmokers Remix,Anna of the North,user_library,67,52.0,0.673,0.795,-6.21,0.0309,0.0555,0.0111,0.117,0.437,105.025,1,2,4,2014-10-07,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Sunday Candy,Donnie Trumpet & The Social Experiment,user_library,54,66.0,0.511,0.596,-6.56,0.224,0.53,0.0,0.0798,0.554,158.063,1,0,4,2015-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
How Deep Is Your Love,Calvin Harris,user_library,87,76.0,0.738,0.868,-4.373,0.0731,0.0389,0.00171,0.388,0.336,122.003,0,11,4,2015-07-17,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Indian Summer,Jai Wolf,user_library,64,59.0,0.507,0.824,-2.501,0.0526,0.0246,0.0451,0.0848,0.0394,84.992,1,6,4,2015-06-09,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Old Thing Back (feat. Ja Rule and Ralph Tresvant),Matoma,user_library,72,69.0,0.805,0.858,-3.067,0.105,0.194,7.89e-06,0.256,0.523,97.033,1,0,4,2015-02-17,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hometown Glory [Single Version],Adele,user_library,84,0.0,0.481,0.333,-10.956,0.0302,0.963,0.000906,0.117,0.284,122.545,1,1,4,2008-07-08,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Love Song,Sara Bareilles,user_library,73,74.0,0.583,0.786,-3.142,0.0301,0.0208,0.0,0.188,0.573,123.055,0,2,4,2007-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Studio,ScHoolboy Q,user_library,78,68.0,0.709,0.589,-7.776,0.0433,0.0507,0.0,0.0585,0.58,133.922,0,8,3,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Clarity,Zedd,user_library,81,74.0,0.509,0.781,-3.48,0.072,0.0398,0.0,0.0749,0.176,128.0,1,8,4,2012-01-01,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Big Girls Cry - Odesza Remix,Sia,user_library,90,40.0,0.527,0.762,-7.164,0.0538,0.00487,0.00206,0.14,0.313,90.019,1,5,4,2015-05-04,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ID - Ultra Music Festival Anthem,Kygo,user_library,86,59.0,0.686,0.678,-8.063,0.0425,0.623,0.719,0.0971,0.338,105.005,1,10,4,2015-02-10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Back To Back,Drake,user_library,97,68.0,0.893,0.48,-3.728,0.356,0.00855,0.0,0.116,0.382,86.976,0,1,4,2015-07-31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Hit It (feat. I-Ez),Deorro,user_library,71,29.0,0.67,0.835,-6.007,0.135,0.000748,0.0453,0.0505,0.154,128.05,1,9,4,2014-12-02,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Can Be Somebody (feat. Erin McCarley),Deorro,user_library,71,53.0,0.634,0.482,-8.398,0.0331,0.0168,0.00115,0.147,0.238,127.928,1,0,4,2015-08-14,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Perdoname (feat. DyCy & Adrian Delgado),Deorro,user_library,71,64.0,0.855,0.856,-2.574,0.105,0.000926,0.00271,0.959,0.516,127.989,0,9,4,2014-12-02,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jubel,Klingande,user_library,65,45.0,0.696,0.621,-7.474,0.0373,0.299,0.267,0.168,0.157,124.543,1,0,4,2014-06-24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Punga,Klingande,user_library,65,43.0,0.681,0.392,-6.538,0.0342,0.174,0.724,0.0746,0.302,127.956,1,3,4,2014-03-11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
RIVA (Restart the Game) - Radio Edit,Klingande,user_library,65,46.0,0.616,0.738,-5.767,0.0555,0.106,4.61e-06,0.0855,0.54,124.022,0,2,4,2015-03-02,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
California,Colonel Loud,user_library,33,44.0,0.796,0.799,-5.443,0.192,0.0858,0.0,0.104,0.538,96.477,1,7,4,2015-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Take Ü There (feat. Kiesza) - Zeds Dead Remix,Skrillex,user_library,79,40.0,0.366,0.751,-3.845,0.041,0.241,0.000197,0.646,0.109,152.189,0,4,4,2014-12-23,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straight Into The Fire,Zedd,user_library,81,40.0,0.583,0.86,-4.347,0.0842,0.0231,1.33e-06,0.0977,0.279,127.032,1,8,4,2015-05-18,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Done With Love,Zedd,user_library,81,49.0,0.579,0.759,-5.584,0.0386,0.06,0.000138,0.117,0.127,127.875,0,2,4,2015-05-18,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Transmission,Zedd,user_library,81,46.0,0.54,0.874,-3.467,0.0551,0.105,0.0,0.135,0.411,99.995,0,7,4,2015-05-18,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Beautiful Now,Zedd,user_library,81,71.0,0.628,0.833,-4.126,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,0,11,4,2015-05-18,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Virus (How About Now),Martin Garrix,user_library,82,0.0,0.488,0.841,-5.51,0.04,0.00197,0.127,0.801,0.0671,128.071,0,5,4,2014-10-27,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Addicted To A Memory,Zedd,user_library,81,50.0,0.66,0.762,-4.939,0.0442,0.000983,0.0242,0.145,0.0659,128.008,0,1,4,2015-05-18,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Our Story - Radio Edit,Mako,user_library,69,42.0,0.513,0.689,-3.548,0.0359,0.172,0.0,0.248,0.41,128.097,1,8,4,2014-07-28,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Won't Let You Walk Away (feat. Madison Beer) - Radio Edit,Mako,user_library,69,23.0,0.469,0.79,-4.387,0.039,0.00234,0.0544,0.144,0.495,127.969,1,3,4,2015-02-24,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lights,Steve Angello,user_library,60,35.0,0.625,0.878,-5.577,0.138,0.000215,0.927,0.0847,0.272,128.035,0,4,4,2012-01-01,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Payback,Dimitri Vangelis & Wyman,user_library,59,0.0,0.637,0.827,-5.153,0.0629,0.046,0.103,0.575,0.339,128.025,0,7,4,2015-02-16,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Children Of The Wild (feat. Mako),Steve Angello,user_library,60,0.0,0.524,0.908,-4.254,0.0675,0.00258,0.0,0.172,0.15,127.995,0,6,4,2015-06-10,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Faded - Odesza Remix,ZHU,user_library,72,0.0,0.749,0.682,-5.048,0.0588,0.036,0.205,0.113,0.605,125.008,1,0,4,2014-06-29,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Models (feat. Madelyn Grant),ODESZA,user_library,73,65.0,0.683,0.481,-9.174,0.075,0.191,0.736,0.0907,0.47,120.001,0,8,4,2014-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Something About You - ODESZA Remix,Hayden James,user_library,65,62.0,0.705,0.674,-8.432,0.04,0.0184,0.0149,0.138,0.103,105.0,0,11,4,2015-08-21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Coming Over (feat. James Hersey),Dillon Francis,user_library,69,59.0,0.631,0.661,-5.5,0.0999,0.227,1.43e-06,0.166,0.698,174.031,0,5,4,2015-08-14,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Hotline Bling,Drake,user_library,97,0.0,0.896,0.623,-8.008,0.0571,0.00257,0.000258,0.039,0.585,134.962,1,2,4,2015-07-31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Tuesday (feat. Drake),ILOVEMAKONNEN,user_library,65,63.0,0.77,0.664,-5.604,0.211,0.215,0.000118,0.105,0.472,140.163,1,0,4,2014-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jordan Belfort (feat. Dyl),Wes Walker,user_library,53,0.0,0.873,0.664,-6.38,0.337,0.0898,0.0,0.0879,0.476,160.088,0,11,4,2015-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pompeii - Audien Remix,Bastille,user_library,80,55.0,0.649,0.792,-3.505,0.043,0.00364,2.87e-05,0.104,0.235,128.032,1,9,4,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
679 (feat. Remy Boyz),Fetty Wap,user_library,76,76.0,0.618,0.717,-5.738,0.318,0.00256,0.0,0.625,0.603,190.05,1,7,4,2015-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
You Know You Like It,DJ Snake,user_library,81,70.0,0.407,0.725,-5.346,0.188,0.0141,2.46e-06,0.306,0.247,196.093,0,5,4,2014-10-14,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Joker,Steve Miller Band,user_library,70,76.0,0.596,0.448,-9.616,0.0396,0.365,5.3e-06,0.206,0.796,83.293,1,5,4,1973-01-01,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Turn Down for What,DJ Snake,user_library,81,72.0,0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,0,1,4,2013-12-18,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Promises,NERO,user_library,60,3.0,0.489,0.952,-4.372,0.0616,4.5e-05,0.00639,0.469,0.293,143.935,0,9,4,2011-01-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memories That You Call (feat. Monsoonsiren),ODESZA,user_library,73,52.0,0.599,0.553,-8.176,0.0325,0.448,0.905,0.137,0.191,120.025,1,5,4,2014-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lean On (feat. MØ & DJ Snake),Major Lazer,user_library,81,0.0,0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,0,7,4,2015-06-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Promises - Skrillex & Nero Remix,NERO,user_library,60,54.0,0.527,0.819,-3.374,0.0422,0.00298,0.000152,0.0606,0.143,140.02,0,9,4,2011,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some Minds (feat. Andrew Wyatt),Flume,user_library,76,0.0,0.263,0.555,-6.884,0.0446,0.316,5.78e-05,0.128,0.191,79.783,0,4,4,2015-05-29,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I'm a Thug,Trick Daddy,user_library,61,57.0,0.933,0.562,-5.963,0.122,0.0275,0.0,0.102,0.587,139.981,1,11,4,2001-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Hills,The Weeknd,user_library,95,0.0,0.587,0.566,-7.017,0.0528,0.0843,0.0,0.145,0.155,113.025,0,0,4,2015-05-27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Watch Me (Whip / Nae Nae),Silentó,user_library,54,66.0,0.821,0.759,-8.541,0.121,0.247,0.0,0.321,0.962,140.01,1,8,4,2015-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inside Outside,Chiefs,user_library,25,0.0,0.74,0.843,-3.013,0.0501,0.195,0.000104,0.0987,0.542,140.051,0,5,4,2014-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,user_library,67,53.0,0.777,0.663,-6.117,0.0305,0.146,1.52e-05,0.174,0.614,118.016,1,4,4,2015-03-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Planes,Jeremih,user_library,81,0.0,0.663,0.638,-4.505,0.244,0.746,0.0,0.103,0.517,128.804,1,1,4,2015-01-22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
IPlayYouListen,ODESZA,user_library,73,0.0,0.577,0.747,-4.948,0.0359,0.0241,0.0864,0.113,0.313,124.601,1,9,4,2012-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Want You,ODESZA,user_library,73,0.0,0.567,0.648,-4.236,0.195,0.49,0.915,0.113,0.293,178.549,0,1,4,2012-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All of Me - Tiësto's Birthday Treatment Remix - Radio Edit,John Legend,user_library,83,63.0,0.606,0.72,-6.253,0.0283,0.000149,0.00165,0.0745,0.178,127.985,0,5,4,2014-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
All of Me,John Legend,user_library,83,86.0,0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,1,8,4,2013-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Sleepless,Flume,user_library,76,0.0,0.53,0.688,-7.482,0.169,0.0335,4.91e-05,0.0886,0.389,175.13,0,9,4,2013-11-11,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Carried Away,Passion Pit,user_library,65,59.0,0.772,0.826,-5.135,0.0344,0.0176,8.56e-06,0.383,0.871,119.995,1,0,4,2012-07-23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Take a Walk,Passion Pit,user_library,65,70.0,0.566,0.755,-5.526,0.0368,0.0338,0.0,0.315,0.445,101.006,1,11,4,2012-07-23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Little Secrets,Passion Pit,user_library,65,59.0,0.597,0.786,-4.248,0.0419,0.00345,0.0,0.0909,0.666,99.888,1,5,4,2009,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Gold Skies,Sander van Doorn,user_library,57,47.0,0.559,0.815,-6.325,0.0445,0.00363,0.0719,0.668,0.209,128.001,0,9,4,2014-07-01,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
To Ü (feat. AlunaGeorge),Jack Ü,user_library,66,61.0,0.485,0.928,-3.451,0.445,0.134,2.92e-05,0.217,0.348,160.165,0,10,4,2015-02-24,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Celebration,The Game,user_library,75,0.0,0.669,0.718,-6.121,0.266,0.0465,0.0,0.18,0.493,147.952,1,3,4,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Hyperparadise - Flume Remix,Flume,user_library,76,0.0,0.584,0.838,-7.711,0.0906,0.0597,0.38,0.086,0.343,145.001,1,6,4,2013-11-11,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Treat Me Right,Keys N Krates,user_library,56,0.0,0.552,0.723,-2.866,0.139,0.424,0.000102,0.302,0.144,150.13,1,7,4,2013-09-17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HyperParadise - Flume Remix (Ganz Flip),Hermitude,user_library,61,27.0,0.492,0.806,-6.937,0.076,0.00219,0.101,0.261,0.356,142.975,1,6,4,2014-07-10,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dots & Lines,Lupe Fiasco,user_library,70,44.0,0.71,0.752,-5.712,0.0946,0.226,2.04e-05,0.23,0.407,129.993,0,0,4,2015-01-20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Younger - Kygo Remix,Seinabo Sey,user_library,61,41.0,0.691,0.488,-7.936,0.0788,0.133,0.000205,0.0815,0.63,114.011,1,5,4,2014-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Shine - Kygo Remix,Benjamin Francis Leftwich,user_library,59,0.0,0.703,0.603,-8.687,0.161,0.413,0.00125,0.141,0.309,112.015,1,4,4,2015-02-24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Often - Kygo Remix,The Weeknd,user_library,95,70.0,0.523,0.491,-9.876,0.0491,0.123,0.0,0.331,0.408,80.156,0,7,4,2015-04-07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
I See Fire,Kygo,user_library,86,0.0,0.788,0.377,-11.016,0.0606,0.515,0.0152,0.0991,0.286,99.983,1,6,4,2015-05-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sexual Healing - Kygo Remix,Marvin Gaye,user_library,77,3.0,0.689,0.68,-7.196,0.0427,0.321,0.0211,0.0431,0.646,100.987,0,0,4,2015-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
This Is What It Feels Like,Armin van Buuren,user_library,78,65.0,0.551,0.833,-5.217,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,1,8,5,2013-05-03,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
If There's Time,ODESZA,user_library,73,47.0,0.47,0.633,-9.323,0.0323,0.0016,0.00453,0.257,0.149,140.12,0,10,4,2013-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Without You,ODESZA,user_library,73,49.0,0.427,0.603,-7.812,0.0309,0.0026,0.0125,0.156,0.178,75.058,1,7,4,2013-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gold Dust,Galantis,user_library,77,35.0,0.242,0.746,-4.496,0.0361,0.00635,0.00397,0.107,0.128,127.997,1,2,4,2015-02-23,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
You - Tiësto vs. Twoloud Radio Edit,Galantis,user_library,77,40.0,0.358,0.918,-3.071,0.054,0.00099,0.0073,0.164,0.0936,127.942,0,8,4,2014-04-28,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Runaway (U & I),Galantis,user_library,77,56.0,0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.0856,0.383,126.008,1,1,4,2014-10-05,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dreaming - The Chainsmokers Remix,Smallpools,user_library,59,53.0,0.628,0.978,-3.739,0.0771,0.0132,0.0336,0.0494,0.453,127.04,0,5,4,2013-12-13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Wildfire (OVO Remix),SBTRKT,user_library,55,23.0,0.826,0.589,-5.489,0.392,0.074,0.0,0.11,0.297,139.751,0,5,4,2011-10-04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Follow Me (feat. Jason Derulo),Hardwell,user_library,71,35.0,0.519,0.814,-2.884,0.0547,0.0114,0.0,0.0676,0.381,127.968,1,6,4,2015-01-20,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Young Again (feat. Chris Jones),Hardwell,user_library,71,44.0,0.572,0.786,-4.497,0.0334,0.0271,0.0,0.713,0.224,129.002,1,7,4,2015-01-20,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spaceman,Hardwell,user_library,71,39.0,0.599,0.763,-3.727,0.0553,0.000262,0.794,0.241,0.118,127.997,0,3,4,2012-07-06,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Invincible - Radio Edit,Borgeous,user_library,62,0.0,0.613,0.775,-4.04,0.0409,0.00678,0.0,0.0677,0.391,127.906,0,6,4,2014-02-03,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tsunami - Original Mix,DVBBS,user_library,69,24.0,0.698,0.838,-5.371,0.0499,0.049,0.758,0.0892,0.289,128.004,0,4,4,2013-10-17,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sing About Me, I'm Dying Of Thirst",Kendrick Lamar,user_library,89,61.0,0.654,0.753,-7.556,0.395,0.303,8.08e-05,0.13,0.371,110.722,0,11,5,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
